Date,Close,High,Low,Open,Volume,Ticker
2023-12-28,161.3231658935547,161.6641901868301,160.09168847592298,160.4232450918324,6320100,JPM
2023-12-29,161.13372802734375,161.69262459427827,160.6885014185733,161.03899342589315,6435100,JPM
2024-01-02,163.0093536376953,163.0946061058102,160.00645180683773,160.17695674306748,9977400,JPM
2024-01-03,162.2988739013672,162.9714403661268,161.38947095422876,162.80093544417744,9852300,JPM
2024-01-04,163.37591552734375,165.2249889082347,162.54668305166135,162.64200181002505,11972500,JPM
2024-01-05,164.19561767578125,165.25359196797962,163.43311119195872,163.43311119195872,10066000,JPM
2024-01-08,163.95730590820312,164.2813663790476,161.54588994783876,163.95730590820312,11229900,JPM
2024-01-09,162.66107177734375,163.7380981420264,162.1273216242973,163.57606788439452,9923600,JPM
2024-01-10,163.00418090820312,163.06136634061303,161.03119622846532,162.0319849264367,9670200,JPM
2024-01-11,162.3179473876953,162.37513282741753,160.73574901857515,162.34654010755642,11919500,JPM
2024-01-12,161.12652587890625,168.04623999703182,160.98354774460927,165.6538904699053,19436500,JPM
2024-01-16,160.11622619628906,160.21153041789913,156.5991760965609,157.14245233618308,17206400,JPM
2024-01-17,159.25839233398438,161.14559906926118,158.68652340442242,159.4966746905354,11107500,JPM
2024-01-18,159.57293701171875,159.67778183706136,157.49512171042235,159.2869952568206,9382300,JPM
2024-01-19,162.32748413085938,162.57530711076893,159.2488798931695,159.69685192528067,13115700,JPM
2024-01-22,162.1368408203125,163.91918812242486,161.7555948824447,162.47044192364703,12837500,JPM
2024-01-23,161.06935119628906,161.79372434351498,160.54512708940132,161.71747224218575,8360800,JPM
2024-01-24,162.508544921875,162.99463562700143,160.94541345862262,161.42197810648736,9967100,JPM
2024-01-25,164.83421325683594,164.88187263916845,162.89936159166894,164.23373703536978,8873500,JPM
2024-01-26,164.2051544189453,164.9485942895545,163.72858965349826,164.51968890937266,7443000,JPM
2024-01-29,164.63404846191406,164.73889328483656,163.2710803075229,164.16702433184227,6971200,JPM
2024-01-30,168.00811767578125,168.47514175793654,164.72935032471554,164.72935032471554,10822100,JPM
2024-01-31,166.1876220703125,169.94295376563514,166.16855541247875,167.94137645745244,11521800,JPM
2024-02-01,165.58714294433594,166.64511700900374,163.3949427286569,165.50136480104896,9354800,JPM
2024-02-02,166.540283203125,167.57920522249475,165.13918192921102,165.17731524669946,8607600,JPM
2024-02-05,166.32107543945312,166.88341827855515,164.81512928623064,165.71107322302376,7820200,JPM
2024-02-06,166.89295959472656,167.626858743029,165.61575517744677,166.42592096467948,6764800,JPM
2024-02-07,167.2074737548828,167.6268529930128,165.80638700000247,167.45529669210487,7225500,JPM
2024-02-08,166.60704040527344,167.09313121719248,165.43469518617331,166.79766339757882,6060300,JPM
2024-02-09,166.8071746826172,166.89296738361762,165.52998474933108,166.7976486241064,6296700,JPM
2024-02-12,167.55062866210938,168.52282482580503,165.55859149452672,166.58797310133355,8539300,JPM
2024-02-13,166.09230041503906,167.96996622980632,164.52916900282452,167.10262965214707,8397600,JPM
2024-02-14,167.7793731689453,167.84609921027982,166.24483419786299,166.86437705636513,7056700,JPM
2024-02-15,171.43936157226562,171.76343658557707,167.893719432731,167.893719432731,8723400,JPM
2024-02-16,170.63876342773438,171.5442334920447,169.8095454642798,171.1915802512378,8152600,JPM
2024-02-20,171.3059539794922,172.00174895752147,170.0478306534527,170.79127046965817,9668000,JPM
2024-02-21,172.4210968017578,172.5068894979879,170.15265879624997,171.5156268111509,7024000,JPM
2024-02-22,174.48939514160156,174.82298168422557,172.74516670530045,173.297983467374,9296500,JPM
2024-02-23,175.3662872314453,176.5195656852943,174.60378078668188,175.19471637316317,7105800,JPM
2024-02-26,174.7657928466797,175.81424091701768,173.9270343904093,175.1375127000542,7145400,JPM
2024-02-27,174.85157775878906,174.93735591051686,173.69829938040482,174.718140230457,5717100,JPM
2024-02-28,175.73800659179688,176.51956515120406,174.38456456464726,174.83252201060458,6131600,JPM
2024-02-29,177.33924865722656,177.69190187097396,175.23284088916765,176.95800272580232,9643000,JPM
2024-03-01,176.60533142089844,177.70143890302512,176.42424906044945,176.9961179460984,6311800,JPM
2024-03-04,177.93019104003906,178.79754229244386,175.6331602181459,176.05253948496141,7063600,JPM
2024-03-05,179.71255493164062,180.42740199617094,177.62519917623598,177.62519917623598,6617800,JPM
2024-03-06,180.64662170410156,181.1613197464156,178.83568158449552,180.37974662423542,7572900,JPM
2024-03-07,179.06439208984375,181.57112673493907,177.88252109773987,181.0087839536252,7618300,JPM
2024-03-08,179.3980255126953,181.5330407077065,179.11208377013827,179.60771515433038,6172200,JPM
2024-03-11,179.4647216796875,179.60769981055208,177.49175145743587,178.5020662570391,5762600,JPM
2024-03-12,180.9420623779297,181.24707073410943,179.10252981436707,180.09377788475337,5708400,JPM
2024-03-13,182.409912109375,182.74349867848787,180.94208466575625,181.437716033799,7795500,JPM
2024-03-14,179.1597442626953,182.64820154761136,178.33052629337638,182.07631805894928,10310900,JPM
2024-03-15,181.3805389404297,181.99054121239186,177.73957742644203,177.73957742644203,17214200,JPM
2024-03-18,183.6298828125,183.6680015829052,180.98971074630293,181.69503161938172,9013800,JPM
2024-03-19,184.7069091796875,184.84034669165865,183.36300800326316,183.67754239796616,8478700,JPM
2024-03-20,187.12789916992188,187.34711486243472,184.53538600625475,185.08820281034855,9367000,JPM
2024-03-21,189.7299346923828,190.08258791393138,187.12789552103195,187.30899243272455,11203800,JPM
2024-03-22,187.40431213378906,191.083392477514,187.3280600307956,189.6822909901627,8108800,JPM
2024-03-25,185.68869018554688,187.70932000646243,185.25024423049462,187.38525947737247,8620000,JPM
2024-03-26,186.55601501464844,187.44243292704115,184.96429064801697,185.46944807092873,5961500,JPM
2024-03-27,190.16839599609375,190.2446480989538,187.17557004094428,187.28994092343356,8725800,JPM
2024-03-28,190.9118194580078,191.31213205601443,189.23430242605596,190.1397869801665,8628300,JPM
2024-04-01,189.61557006835938,191.52182891767458,189.26291683518835,190.61635887297004,7309000,JPM
2024-04-02,189.539306640625,190.41618391366802,188.79586689731462,189.09133467432258,7014700,JPM
2024-04-03,189.0055694580078,190.2065073077986,188.43368598081162,189.71087593046866,9353400,JPM
2024-04-04,187.5675048828125,191.43102054493633,187.47164475584307,190.92291652385342,9243800,JPM
2024-04-05,189.2931671142578,189.93548708042957,187.0498380452217,188.05646456443594,6532300,JPM
2024-04-08,190.28062438964844,190.7599689797472,189.4561511095411,189.4561511095411,8001000,JPM
2024-04-09,189.0055694580078,190.6641123023522,186.85811501755413,189.88757639283557,7351500,JPM
2024-04-10,187.39495849609375,188.9288668988633,186.1582413721076,187.4716553790757,7681400,JPM
2024-04-11,187.35659790039062,188.44951748332386,185.2570811252899,187.90305769185724,10137700,JPM
2024-04-12,175.23873901367188,181.12508832220558,174.99906678673088,180.5403021317641,31532300,JPM
2024-04-15,175.33465576171875,179.71587214147985,174.67315791633376,176.87814585813857,14766600,JPM
2024-04-16,173.33099365234375,175.59350053236452,172.2284924010812,175.34423200208582,16451800,JPM
2024-04-17,172.64073181152344,174.88406075478235,171.79708073743586,173.87743429200685,9017100,JPM
2024-04-18,173.7624053955078,175.78524005173225,172.5352844752654,173.61860787689943,9557700,JPM
2024-04-19,178.1244354248047,178.20113230723476,173.91579091483374,174.86488374948237,13402300,JPM
2024-04-22,181.58529663085938,182.27555391774052,178.2969855796847,178.3065818323909,11529700,JPM
2024-04-23,184.2025146484375,184.28879315265974,182.6494430587006,183.23424396804157,9144400,JPM
2024-04-24,185.1036834716797,185.24748097776123,182.31389482622563,182.65902346925535,6964900,JPM
2024-04-25,185.38168334960938,185.92814308976315,183.2821521432213,184.30795637329263,9802300,JPM
2024-04-26,185.4967498779297,186.81973082192815,185.08450597891687,185.57344675747706,6413700,JPM
2024-04-29,185.29542541503906,186.2349366235766,184.48053384037513,185.4871603065969,5387800,JPM
2024-04-30,183.81906127929688,186.93480098954225,183.72318651376133,184.8448510540374,8153700,JPM
2024-05-01,183.93409729003906,186.42669488243652,182.90829289804591,184.3271633446403,7445300,JPM
2024-05-02,183.7423553466797,185.50633976958161,181.6907612697659,185.09411048063117,6501700,JPM
2024-05-03,182.63986206054688,184.57641821151952,180.67456103420002,184.06831413963806,8922800,JPM
2024-05-06,184.06829833984375,184.2600332249276,181.9783632240918,183.80944819934183,7911100,JPM
2024-05-07,183.82862854003906,184.95987461709856,183.7327537819952,183.78069116101713,7688800,JPM
2024-05-08,187.5675048828125,188.5261939231099,183.10960669680316,183.10960669680316,9227600,JPM
2024-05-09,189.34112548828125,189.42740400932445,187.04027715650727,187.10737779672857,7977300,JPM
2024-05-10,190.5586395263672,191.10508471525102,190.0792949687619,190.33813049739558,7529800,JPM
2024-05-13,190.520263671875,191.59400531497775,189.8587659116114,190.58737892450856,7049200,JPM
2024-05-14,193.18540954589844,193.25252479560854,189.97381026568726,190.7791054916119,8596200,JPM
2024-05-15,193.76065063476562,194.3166920568384,191.5173216973383,193.6647758753469,8370000,JPM
2024-05-16,194.10577392578125,196.03273365800683,193.64560727584146,193.866101662291,8497900,JPM
2024-05-17,196.32994079589844,196.5792093322775,194.43174041156257,195.39042954302607,9260500,JPM
2024-05-20,187.5004119873047,197.37491243517428,187.32784034615054,195.94646044000078,17373300,JPM
2024-05-21,191.2776641845703,191.64195611591128,188.47829360909478,188.86176341948598,14420800,JPM
2024-05-22,190.1176300048828,192.6389869781935,189.52324745359738,190.7791278137312,9425300,JPM
2024-05-23,188.78506469726562,190.10806039860006,187.97018770099368,189.63829745126534,8069400,JPM
2024-05-24,192.41848754882812,192.46641029905086,189.3986082346554,189.580761496491,7356200,JPM
2024-05-28,191.2584991455078,192.13090984541736,190.45320371256201,191.6036278494041,6910200,JPM
2024-05-29,189.9259033203125,190.76955443221763,188.75630141642043,189.82044693132437,6120000,JPM
2024-05-30,191.0955047607422,191.59402720097117,190.2039162690166,190.35731003961553,6829100,JPM
